09/01/2024,FENAMIN 500 MG,DULCOLAX ISI 4,AMLODIPINE 10 MG (BERNO),VENARON CAPS,,,,,,,,,,
09/01/2024,CETIRIZINE 10 MG (NOVELL),"GRATAZONE 0,5 MG",SANMOL 500 MG,NEURALGIN,"CARBIDU 0,75 MG",BIOGASTRON TAB,HUFAGRIP FORTE TAB,FARSIFEN PLUS TAB,,,,,,
09/01/2024,vit b6 (TRIFA),AMBROXOL 30 MG (PROMED),SAKATONIK ABC JERUK,MA CAP KAPAK 10 ML,CETIRIZINE 10 MG (NOVELL),"CLONIDINE 0,15 MG (INDO FARMA)",MA CAP KAPAK 5 ML,,,,,,,
09/01/2024,CETIRIZINE 10 MG (HJ),ZYLORIC 100 MG,MEFINAL 500 MG,"DEXAMETHASONE 0,75 MG HARSEN",,,,,,,,,,
09/01/2024,ZYLORIC 100 MG,,,,,,,,,,,,,
09/01/2024,FUNGARES CR 5 GR,,,,,,,,,,,,,
09/01/2024,VITACIMIN,CORTIDEX,ACLONAC 50 MG,,,,,,,,,,,
09/01/2024,OBH ITRASAL SY 60 ML,GLUCOPHAGE 500 MG,,,,,,,,,,,,
09/01/2024,INSTO REGULAR,ZEVASK 10 MG,KASSA STERIL INDOLAB,OTTOPAN DROP,,,,,,,,,,
09/01/2024,ENERVON C 4 TAB,INSTO REGULAR,CENDO LYTEERS MD,,,,,,,,,,,
09/01/2024,METYL PRED 8 MG,NATRIUM DIKLOFENAK 50 MG (NVL),CALLUSOL,SILADEX MUCOLITIK EXP 60 ML,MECOBALAMIN 500 MG NOVEL,,,,,,,,,
09/01/2024,PTU STRIP,PROPRANOLOL 10 MG (DEXA),PARACETAMOL 500 MG (TRIMAN),SUTRA HITAM ISI 3,STANZA 500 MG,,,,,,,,,
09/01/2024,ZORALIN CR 15 GR,CALADINE CAIR KECIL,VOLTADEX 50 MG,"MOLACORT 0,75 MG",,,,,,,,,,
09/01/2024,VOLTADEX 50 MG,"DEXA-M 0,75 MG","MOLACORT 0,75 MG",TEOSAL,PIROXICAM 20 MG,,,,,,,,,
09/01/2024,STREPSIL COOL ISI 8,,,,,,,,,,,,,
09/01/2024,ACTIFED SY HIJAU,,,,,,,,,,,,,
09/01/2024,"MOLACORT 0,75 MG",LAMBUCID SY 100 ML,AMBROXOL 30 MG (PROMED),NEURALGIN,PIROXICAM 20 MG,,,,,,,,,
09/01/2024,"CARBIDU 0,75 MG",RENADINAC 50 MG,HUFAGRIP FORTE TAB,ANTASIDA DOEN STRIP,PARACETAMOL 500 MG (GEN),,,,,,,,,
09/01/2024,KETOCONAZOLE CR 10 GR (KF),POLYCROL FORTE TAB,AMLODIPINE 10 MG (HJ),,,,,,,,,,,
09/01/2024,SUCRALFATE 500 MG TAB,,,,,,,,,,,,,
09/01/2024,PANADOL (BIRU),PARATUSIN TAB,HELTISKIN 5 GR,,,,,,,,,,,
09/01/2024,CATAFLAM 50 MG,SARI KURMA 5-1,,,,,,,,,,,,
09/01/2024,MICROFINE,,,,,,,,,,,,,
09/01/2024,GLIQUIDONE 30 MG (DEXA MEDIKA),SAGESTAM CR,DEXTEEM PLUS,,,,,,,,,,,
09/01/2024,PARATUSIN TAB,STOP COLD,"CENDO TIMOL 0,5% TTS MATA 5 ML",CENDO XITROL TTS MATA 5 ML,,,,,,,,,,
09/01/2024,ENERVON C 4 TAB,BETAMETASON CR (KF),,,,,,,,,,,,
09/01/2024,EFLAGEN 50 MG,PROXONA,,,,,,,,,,,,
09/01/2024,NEW ASTAR 15 GR,AMBROXOL 15 MG SYR (ERELA),,,,,,,,,,,,
09/01/2024,VIP ALBUMIN,PROLIC 300 MG,,,,,,,,,,,,
09/01/2024,OMESTAN 500 MG,"NUFADEX M 0,75 MG",NEUROSANBE PLUS,,,,,,,,,,,
09/01/2024,RIFAMPICIN 450 MG,INH 300 MG HOLI,,,,,,,,,,,,
09/01/2024,INTUNAL F ISI 4,INZA,DIAPET ISI 4,SPUIT 20 CC TERUMO,PREDNISON 5 MG (GEN),,,,,,,,,
09/01/2024,PYRAZINAMIDE 500 MG,ETHAMBUTOL 500MG (BERNO),INH 300 MG HOLI,,,,,,,,,,,
09/01/2024,NEURALGIN,"CARBIDU 0,5 MG",,,,,,,,,,,,
09/01/2024,VESPERUM,INHALER CAP LANG,,,,,,,,,,,,
09/01/2024,CORTIDEX,DERMATIX 5 GR,,,,,,,,,,,,
09/01/2024,KALPANAK SALEP,,,,,,,,,,,,,
09/01/2024,ANTANGIN CAIR,ANTIMO DEWASA,TOLAK ANGIN ANAK,LIVRON B PLEX,GLIBENCLAMIDE 5 MG (INF),,,,,,,,,
09/01/2024,OMEPROS MINI CAPS 10,,,,,,,,,,,,,
09/01/2024,NACL 500 ML,KASSA STERIL ONEMED ISI 10,HYPAFIX 5 CM X 1 M,LOMATULL H,,,,,,,,,,
09/01/2024,"MOLACORT 0,75 MG",VOLTADEX 50 MG,KADITIC 50 MG,BETADINE KUMUR 100 ML,MOLADERM CR 10 GR,,,,,,,,,
09/01/2024,SALEP 88,INFALGIN 500 MG,PTU STRIP,GLIKOS 500 MG,ETAFEN 400 MG,AMLODIPINE 5 MG (BERNO),,,,,,,,
09/01/2024,ABOCATH NO 22,INFUS SET (TERUMO),SPUIT 1 CC (BD),RL 500 ML (OTSU),SPUIT 10 CC BD,ONDANSETRON 42 ML INJ,OMEPRAZOLE INJ (BERNO),,,,,,,
09/01/2024,ETABION,,,,,,,,,,,,,
09/01/2024,AMLODIPINE 10 MG (BERNO),"MOLACORT 0,75 MG",PIROXICAM 20 MG (KF),KETOMED SCALP SOLUTION 2 %,ETHAMBUTOL 500MG (BERNO),BIROPYRON,,,,,,,,
09/01/2024,CATAFLAM 50 MG,AMBROXOL 15 MG SYR (ERELA),LERZIN SY 60 ML,,,,,,,,,,,
09/01/2024,CENDO ASTHENOF TTS MATA 5 ML,,,,,,,,,,,,,
09/01/2024,ASPILETS,BISOPROLOL 5 MG (DEXA MEDIKA),FATIGON SPIRIT,CAVICUR TAB,LEXACROL TAB,,,,,,,,,
09/01/2024,ABOCATH NO 24,,,,,,,,,,,,,
09/01/2024,PANADOL EXTRA (MERAH),,,,,,,,,,,,,
09/01/2024,DEXAMETHASONE GENERIK,CETIRIZINE 10 MG (NULAB),PARACETAMOL 500 MG (GEN),,,,,,,,,,,
09/01/2024,"JARUM AKUPUNTUR 0,25 X 25 MM",,,,,,,,,,,,,
09/01/2024,MOLAGIT,,,,,,,,,,,,,
09/01/2024,ANTIMO ANAK,TOLAK ANGIN ANAK BOX,,,,,,,,,,,,
09/01/2024,FAXIDENE 10 MG,DEPAKENE SYR,HUFRALGIN,"DANASONE 0,5 MG",,,,,,,,,,
09/01/2024,HUFADON SY 60 ML,FASIDOL SY 60 ML,FARSIFEN SY 60 ML,,,,,,,,,,,
09/01/2024,SOLPENOX SY 60 ML,COPARCETIN KID COUGH,FASIDOL FORTE SY 60 ML,,,,,,,,,,,
09/01/2024,VEGETA HERBAL,ACTIFED SY MERAH,SPUIT 50 CC TERUMO (BIRU),LODIA TAB,CAZETIN DROPS,,,,,,,,,
09/01/2024,"MOLACORT 0,75 MG",PIROXICAM 10 MG (TRIFA),AMLODIPINE 10 MG (BERNO),,,,,,,,,,,
09/01/2024,SANMOL 500 MG,BODREX EXTRA,PROMAG,FLASICOX 15 MG,FLUCADEX TAB,,,,,,,,,
09/01/2024,ANDALAN FE PIL KB,TRIANTA TAB,PROMAG,TONIKUM BAYER SY 100 ML,BIOLYSIN KIDS ANGGUR TAB,FIBE MINI,,,,,,,,
09/01/2024,SELOXY AA,,,,,,,,,,,,,
09/01/2024,PRIMADEX 480 MG,,,,,,,,,,,,,
09/01/2024,VOLTADEX 50 MG,BETADINE 5 ML,NEUROBION 5000 TAB,,,,,,,,,,,
09/01/2024,PANADOL ANAK TAB,SANMOL 500 MG,,,,,,,,,,,,
09/01/2024,ALOFAR 300 MG,POLYSILANE JUNIOR GRANULE,SANMOL 500 MG,AMLODIPINE 10 MG (BERNO),MIXAGRIP FLU & BATUK,,,,,,,,,
09/01/2024,MECOBALAMIN 500 MG NOVEL,PHENYTOIN,OMEPRAZOLE 20 MG,ASAM MEF (HJ),,,,,,,,,,
09/01/2024,TISSUE SUPER MAGIC LOVERS FOR MAN,,,,,,,,,,,,,
09/01/2024,BODREXIN FLU BATUK SYRUP,GRAFADON 500 MG,,,,,,,,,,,,
09/01/2024,"MOLACORT 0,75 MG",TRIAMCINOLONE 4 MG,BIOMEGA,RENADINAC 50 MG,,,,,,,,,,
09/01/2024,SALBUTAMOL 4 MG,VENTOLIN NEBUL,,,,,,,,,,,,
09/01/2024,RENADINAC 50 MG,ONE MED PPTEST,SIMVASTATIN 10 MG,PLANOTAB PIL KB,GLUDEPATIC 500 MG,,,,,,,,,
09/01/2024,BIOPLACENTON JELLY,,,,,,,,,,,,,
09/01/2024,POLIDENT 20 GR,,,,,,,,,,,,,
09/01/2024,DEXTAFEN,,,,,,,,,,,,,
09/01/2024,NEBACETIN OINT,HARNAL OCAS,ALOFAR 300 MG,INSTO REGULAR,,,,,,,,,,
09/01/2024,AMLODIPINE 10 MG (BERNO),GPU SEREH 60 ML,GPU SEREH 30 ML,NEUROBION 5000 INJ,NACL 500 ML,HUFAMAG PLUS TAB,,,,,,,,
09/01/2024,STREPSIL HONEY AND LEMON ISI 8,VIT A IPI,KEJI BELING (KOTAK),,,,,,,,,,,
09/01/2024,NUTRIFLAM NEO,,,,,,,,,,,,,
09/01/2024,IBUPROFEN 400 MG,KANDISTATIN DROPS,,,,,,,,,,,,
09/01/2024,ELKANA SY 60 ML,TERMOREX SY 30 ML,BODREX,PROMAG,,,,,,,,,,
09/01/2024,MIXAGRIP FLU & BATUK,SALICYL NELCO MENTOL (PINK),AMLODIPINE 10 MG (HJ),,,,,,,,,,,
09/01/2024,CAPTOPRIL 25MG (DEXA),PARACETAMOL 500 MG (GEN),SUSU ETAWA 25GR,,,,,,,,,,,
09/01/2024,TRANSPULMIN BB 10 GR,OBH JERUK NIPIS BERLICO,TRINORDIOL PIL KB,COREDRYL SY,,,,,,,,,,
09/01/2024,POLYSILANE TAB,AMLODIPINE 5 MG (BERNO),,,,,,,,,,,,
09/01/2024,RIVANOL 100 ML,HANSAPLAST PLESTER ROL 1.25 CM X 5,KASSA STERIL INDOLAB,,,,,,,,,,,
09/01/2024,NATRIUM DIKLOFENAK 50 MG (NVL),EPERISON 50 MG (MEDIXON),LOPAMID,,,,,,,,,,,
09/01/2024,GPU SEREH 60 ML,FRESH CARE HOT,OSKADON,PARAMEX NYERI OTOT,,,,,,,,,,
09/01/2024,PARATUSIN TAB,AMLODIPINE 5 MG (BERNO),MICROGYNON LIBI PIL KB,PARACETAMOL 500 MG MEF,,,,,,,,,,
09/01/2024,AMBEVEN,,,,,,,,,,,,,
09/01/2024,LOMATULL H,PIMTRAKOL KIDS SYR,HUFADON TAB,BIOLYSIN TAB,,,,,,,,,,
09/01/2024,ACIFAR SALEP,BODREXIN FLU BATUK SYRUP,CURCUMA PLUS GROW STRAW 200 ML,M. TELON MY BABY 150ML,GASTRUCID SY 60 ML,DEXTEEM PLUS,OMEPRAZOLE 20 MG,GLIBENCLAMIDE 5 MG (INF),AMLODIPINE 10 MG (BERNO),,,,,
09/01/2024,OMEPRAZOLE 20 MG,ALPARA TAB,CORTIDEX,,,,,,,,,,,
09/01/2024,KOYO CABE,MELANOX CR 15 GR,,,,,,,,,,,,
09/01/2024,APIALYS SY 100 ML,CTM CITO,KLODERMA CR 5 GR,,,,,,,,,,,
09/01/2024,VENTOLIN INHALER,,,,,,,,,,,,,
09/01/2024,"MOLACORT 0,75 MG",NEURALGIN,HUFANEURON,LICOSTAN 500 MG,VOLTADEX 50 MG,RENADINAC 50 MG,,,,,,,,
09/01/2024,MINYAK ZAITUN HAROMAIN 60 ML,,,,,,,,,,,,,
09/01/2024,"TENSOCREPE 7,5 X 4,5 M",,,,,,,,,,,,,
09/01/2024,ZINC DISP (INF),MOLAGIT,PARACETAMOL 500 MG MEF,VOLTAREN 50 MG,STOP COLD,COUNTERPAIN 15 GR,FARMOTEN 25 MG,,,,,,,
09/01/2024,TELFAST HD 180 MG,HUFARIZINE TAB,HISTRINE 10 MG,SANMOL SY 60 ML,CAVICUR SY 60 ML,,,,,,,,,
09/01/2024,ANDALAN PIL KB,TERMOREX SY 30 ML,MKP CAP LANG 210 ML,,,,,,,,,,,
09/01/2024,POLYSILANE TAB,INSTO REGULAR,ANDALAN PIL KB,,,,,,,,,,,
09/01/2024,ZORALIN CR 15 GR,RENOVIT GOLD ISI 30,,,,,,,,,,,,
09/01/2024,PANADOL (BIRU),FG. TROCHES,RIVANOL 300 ML,PARATUSIN TAB,,,,,,,,,,
09/01/2024,WINATIN,KALCINOL N CR 5,SCANDERMA PLUS 10 GR,,,,,,,,,,,
09/01/2024,BOTOL HUKI 120 ML,BABYCARE CR 20 GR,,,,,,,,,,,,
09/01/2024,AMBROXOL 30 MG (PROMED),POLYSILANE TAB,,,,,,,,,,,,
09/01/2024,PIROXICAM 20 MG,"DEXA-M 0,75 MG",DANEURON,,,,,,,,,,,
09/01/2024,ONDANSETRON 8 MG,,,,,,,,,,,,,
09/01/2024,VENTOLIN INHALER,PIROXICAM 20 MG CAPS,"DEXA-M 0,75 MG",,,,,,,,,,,
09/01/2024,SALONPAS KOYO 12X1,FRESH CARE CITRUS,HANSAPLAST STRIP BOX,PAMOL SY 60 ML,TOLAK ANGIN ANAK BOX,TOLAK ANGIN BOX,MKP CAP LANG 210 ML,,,,,,,
09/01/2024,"DEXAMETHASONE 0,5 MG HARSEN",BAMGETOL,LAMBUCID TAB,,,,,,,,,,,
09/01/2024,CENDO XITROL TTS MATA 5 ML,SANGOBION CAPS,RHINOS SR,LAXADINE 30 ML,,,,,,,,,,
09/01/2024,HUFAGESIC DROPS,OTTOPAN DROP,,,,,,,,,,,,
09/01/2024,ACETYLCYSTEINE 200 MG (INF),CETIRIZINE 10 MG (SAPHARINDO),URDAHEX,EMTURNAS 500 MG,,,,,,,,,,
09/01/2024,PIROXICAM 20 MG,"BISOPROLOL 2,5 MG",SIMVASTATIN 20 MG (HJ),,,,,,,,,,,
10/01/2024,DUPHASTON,,,,,,,,,,,,,
10/01/2024,GLIMEPIRIDE 3 (DEXA),ACETYLCYSTEINE 200 MG (INF),OSKADON,RHEMAFAR 8 MG,POLYSILANE TAB,CETIRIZINE 10 MG (HJ),,,,,,,,
10/01/2024,ACYCLOVIR CR 5 GR,ZORALIN TAB,GRAFALIN 4 MG,PARACETAMOL 500 MG MEF,"GRATAZONE 0,5 MG",,,,,,,,,
10/01/2024,PARATUSIN TAB,CAZETIN DROPS,CETIRIZINE 10 MG (HJ),ACETYLCYSTEINE 200 MG (INF),,,,,,,,,,
10/01/2024,ANTASIDA DOEN STRIP,OMEPRAZOLE 20 MG,,,,,,,,,,,,
10/01/2024,SAKATONIK ACTIV SY 100 ML,AMLODIPINE 10 MG (BERNO),,,,,,,,,,,,
10/01/2024,INSTO REGULAR,ALPARA TAB,POLYSILANE TAB,,,,,,,,,,,
10/01/2024,AMLODIPINE 5 MG (BERNO),"DEXA-M 0,75 MG",PIROXICAM 20 MG,,,,,,,,,,,
10/01/2024,AMLODIPINE 5 MG (BERNO),FUROSEMIDE (YRND),ATORVASTATIN 20 MG,TROMBO ASPILET,VOLTAREN 50 MG,,,,,,,,,
10/01/2024,IMBOOST FORCE TAB,,,,,,,,,,,,,
10/01/2024,ANACETINE SY 60 ML,DEXTEEM PLUS,NISAGON CR,DEXTRAL TAB,SANMOL DROP,SILADEX HERBAL 60 ML,,,,,,,,
10/01/2024,ALLUPURINOL 100 MG,MERSIBION INJ,INFUS SET (TERUMO),,,,,,,,,,,
10/01/2024,"BISOPROLOL 2,5 MG",AMLODIPINE 5 MG (BERNO),RAMIPRIL 5 MG,,,,,,,,,,,
10/01/2024,EUTHYROX 100 MG,,,,,,,,,,,,,
10/01/2024,AMLODIPINE 5 MG (BERNO),,,,,,,,,,,,,
10/01/2024,VIT B6,INH 300 MG TAB,,,,,,,,,,,,
10/01/2024,SIMVASTATIN 20 MG (BERNO),SANADRYL DMP SY 60 ML,JAMSI 100 ML,KALMICETINE OINT 15 GR,BERLOSID SY 60 ML,,,,,,,,,
10/01/2024,PIROXICAM 10 MG (TRIFA),"MOLACORT 0,75 MG",AMLODIPINE 5 MG (BERNO),,,,,,,,,,,
10/01/2024,PREDNISON 5 MG,TRINORDIOL PIL KB,BALSEM CAP LANG 40 GR,WIROS 20 MG,MIXALGIN,,,,,,,,,
10/01/2024,CAVIPLEX TAB,FARSIFEN PLUS TAB,GELIGA OIL 30 ML,BETAHISTINE 6 MG (NOVEL),BISOPROLOL 5 MG (NOVELL),AMLODIPINE 10 MG (BERNO),SIMVASTATIN 20 MG (BERNO),,,,,,,
10/01/2024,RENOVIT STRIP,GLUCOSAMINE MPL,KELLY PEARL CREAM 5 GR,,,,,,,,,,,
10/01/2024,ANTASIDA DOEN STRIP,LANAMOL 500 MG,,,,,,,,,,,,
10/01/2024,CATAFLAM 25 MG,NATRIUM DIKLOFENAK 50 MG (PHAPROS),,,,,,,,,,,,
10/01/2024,VIRPES 400 MG,CAVIPLEX TAB,SPASMINAL,,,,,,,,,,,
10/01/2024,"MELOXICAM 7,5 MG (DEXA)",AMLODIPINE 5 MG (BERNO),KAPAS SELECTION 35gr,BODREX MIGRA,BETAHISTINE 6 MG (DEXA),Y RINS ISI 2,,,,,,,,
10/01/2024,NEURALGIN,PARAMEX NYERI OTOT,DIAFORM STRIP,GPU SEREH 30 ML,SALONPAS GEL 15 GR,HOT IN CREAM DCL 60 GR,SALONPAS HOT KOYO 12 x 1,,,,,,,
10/01/2024,COOLING 5 PLUS (ORANGE),,,,,,,,,,,,,
10/01/2024,PARACETAMOL 500 MG MEF,,,,,,,,,,,,,
10/01/2024,NEUROBION 5000 INJ,OMEPRAZOLE INJ (BERNO),NEEDLE 24 TERUMO,SPUIT 3 CC BD,ABOCATH NO 24,INFUS SET (TERUMO),ONDANSETRON 42 ML INJ,RL 500 ML (OTSU),,,,,,
10/01/2024,DECOLSIN,TROMBO ASPILET,,,,,,,,,,,,
10/01/2024,KETOCONAZOLE CR 10 GR (KF),CETIRIZINE 10 MG (NOVELL),DEXAMETHASONE GENERIK,,,,,,,,,,,
10/01/2024,MUCERA DROPS,,,,,,,,,,,,,
10/01/2024,DERMAFIX 10 X 12 CM,DOLONEUROBION,,,,,,,,,,,,
10/01/2024,PERBAN 10 CM (PAK),HANSAPLAST PLESTER ROL 1.25 CM X 5,BETADINE 5 ML,,,,,,,,,,,
10/01/2024,ASAM TRANEKSAMAT 500 MG,TIALYSIN KALK SY 60 ML,LASERIN 60 ML,GLUMIN XR ISI 15 TAB,ATORVASTATIN 20 MG,OMEPRAZOLE 20 MG,,,,,,,,
10/01/2024,CURCUMA PLUS SUPPORT,,,,,,,,,,,,,
10/01/2024,FLUTAMOL TAB,METYL PRED 4 MG (DEXA),MELOXICAM 15 MG (DEXA),RIFAMPICIN 450 MG,MKP CAP LANG 15 ML,"GRATAZONE 0,5 MG","NUFADEX M 0,75 MG",PIROXICAM 20 MG,,,,,,
10/01/2024,"DEXA-M 0,75 MG",OMESTAN 500 MG,SUPERTETRA,ALPARA TAB,,,,,,,,,,
10/01/2024,MEFINAL 500 MG,HOT IN CREAM STRONG 60 GR (TUBE),MYCORAL TAB,,,,,,,,,,,
10/01/2024,SUSU ETAWA 25GR,ALLUPURINOL 300 MG (BERNO),SIMVASTATIN 10 MG,ANDALAN PPTEST,AMLODIPINE 5 MG (BERNO),,,,,,,,,
10/01/2024,MEBO CR 20 GR,,,,,,,,,,,,,
10/01/2024,MICROLAX SUPP 5 ML,GRISEOFULVIN 500 MG,PROKIDS GUMMY,,,,,,,,,,,
10/01/2024,SANMOL 500 MG,CANDESARTAN 8 MG (DEXA),,,,,,,,,,,,
10/01/2024,PROLACTA WITH DHA FOR BABY,,,,,,,,,,,,,
10/01/2024,GRISEOFULVIN 125 MG (KF),PROXONA,ANDALAN PIL KB,AMLODIPINE 10 MG (BERNO),,,,,,,,,,
10/01/2024,MYLANTA TAB,GASELA,OMEPRAZOLE 20 MG,,,,,,,,,,,
10/01/2024,CENDO HYALUB MD,FENOFIBRATE 300 MG,,,,,,,,,,,,
10/01/2024,COMBIVENT NEBULE,,,,,,,,,,,,,
10/01/2024,GRAFALIN 4 MG,SARI KURMA 5-1,MKP CAP LANG 15 ML,PREDNISON 5 MG (GEN),INFLASON,GLIKOS 500 MG,ORPHEN,,,,,,,
10/01/2024,MOLEXFLU,,,,,,,,,,,,,
10/01/2024,"KALMETASON 0,5 MG",AMLODIPINE 10 MG (BERNO),NEUROSANBE PLUS,FLASICOX 15 MG,,,,,,,,,,
10/01/2024,NACL 500 ML,,,,,,,,,,,,,
10/01/2024,HANSAPLAST PLESTER ROL 1.25 CM X 5,BETADINE 30 ML,KASSA STERIL ONEMED ISI 10,,,,,,,,,,,
10/01/2024,RIVANOL 100 ML,KASSA STERIL INDOLAB,ETAFLUSIN TAB,,,,,,,,,,,
10/01/2024,PARIET 20 MG,,,,,,,,,,,,,
10/01/2024,OVISKIN CR 10 GR,HUFARIZINE TAB,,,,,,,,,,,,
10/01/2024,PRIMOLUT N,,,,,,,,,,,,,
10/01/2024,METFORMIN 500 MG,HEROCYN BABY 100 GR,AMLODIPINE 10 MG (HJ),GLIMEPIRIDE 2 (DEXA),,,,,,,,,,
10/01/2024,ROVERTON TAB,"CARBIDU 0,75 MG",BIOMEGA,BUFACARYL,KOOL FEVER PINK,PI KANG SHUANG 5 GR,SPASMINAL,,,,,,,
10/01/2024,FASIDOL SY 60 ML,ALPARA TAB,AMLODIPINE 10 MG (HJ),BETADINE KUMUR 190 ML,NATRIUM DIKLOFENAK 50 MG (NVL),KOOL FEVER BLUE,SUCRALFAT SY (DEXA),,,,,,,
10/01/2024,CHLORAMFECORT H CR 10 GR,CELECOXIB 200 MG,,,,,,,,,,,,
10/01/2024,SUTRA MERAH ISI 3,TISSUE SUPER MAGIC LOVERS FOR MAN,,,,,,,,,,,,
10/01/2024,VIT C 1000 SIDOMUNCUL (BOX),,,,,,,,,,,,,
10/01/2024,RHINOS NEO DROPS,CESSA BABY HAPPY NOSE,TEMPRA DROPS,MUCOS DROPS,,,,,,,,,,
10/01/2024,NEURALGIN,PREDNISON 5 MG (GEN),NEOZEP,SOLINFEC CR 5 GR,,,,,,,,,,
10/01/2024,MERTIGO SR,METFORMIN 500 MG,COMBIVENT NEBULE,,,,,,,,,,,
10/01/2024,BABYCARE CR 20 GR,CEFIXIME 200 MG (NOVELDEXA),METYL PRED 4 MG (NULAB),,,,,,,,,,,
10/01/2024,NEURODEX,ALPHAMOL 600 MG,ALOFAR 300 MG,LOKEV,,,,,,,,,,
10/01/2024,CALCIFAR,PROVE D3-1000 IU,,,,,,,,,,,,
10/01/2024,FLAMAR EMULGEL 20 GR,,,,,,,,,,,,,
10/01/2024,AMLODIPINE 5 MG (BERNO),GLIMEPIRIDE 2 (DEXA),AFOLAT,METFORMIN 500 MG,,,,,,,,,,
10/01/2024,CHLORAMFECORT H CR 10 GR,CELECOXIB 100 MG,,,,,,,,,,,,
10/01/2024,TEMPRA DROPS,GRANTUSIF,MIXALGIN,ALLERON,"GRATAZONE 0,5 MG",,,,,,,,,
10/01/2024,STREPSIL COOL ISI 8,KASSA STERIL INDOLAB,GRAFADON 500 MG,VESPERUM,LOKEV,,,,,,,,,
10/01/2024,OBH ITRASAL SY 60 ML,BODREX FLU DAN BATUK BIRU,CATAFLAM 50 MG,SIMVASTATIN 10 MG,,,,,,,,,,
10/01/2024,OMEGTAMIN,CETIRIZINE 10 MG (HJ),METYL PRED 4 MG (DEXA),WINATIN,SAKATONIK ABC ANTARIKSA,GLUCOPHAGE 500 MG,NEUROBION 5000 TAB,,,,,,,
10/01/2024,GLUCOPHAGE 500 MG,,,,,,,,,,,,,
10/01/2024,SANMOL 500 MG,RHINOS SR,POLYSILANE TAB,PROMAG,,,,,,,,,,
10/01/2024,AMLODIPINE 10 MG (BERNO),GRATHEOS 50 MG,MADU TJ MURNI 150 GR,DEXTAMIN STRIP,,,,,,,,,,
10/01/2024,PERBAN 10 CM (PAK),KASSA STERIL INDOLAB,,,,,,,,,,,,
10/01/2024,SALICYL NELCO NON MENTOL (BIRU),ALKOHOL SWAB SATUAN,SPUIT 3 CC BD,MERSIBION INJ,DEXAMETHASONE INJ,,,,,,,,,
10/01/2024,LAMBUCID TAB,CAVIPLEX TAB,LOSTACEF 500 MG,FAXIDENE 20 MG,ALPARA TAB,PERBAN 10 CM (PAK),,,,,,,,
10/01/2024,CARSIDA TAB,SKIZON CR 10 GR,ENTROSTOP ANAK,SIMVASTATIN 10 MG,MECO PEARL CREAM,METFORMIN 500 MG,METYL PRED 8 MG,,,,,,,
10/01/2024,HELIATECH SPF 45,,,,,,,,,,,,,
10/01/2024,POT 30 GR,CETIRIZINE 10 MG (HJ),PIROTOP CR 10 GR,KLODERMA CR 10 GR,,,,,,,,,,
10/01/2024,FOLAMIL GENIO,ARKAVIT-C,WELMOVE ISI 5,PSP,MICONAZOLE CR 10 GR,NALGESTAN,"HYDROCORTISON 2,5% SK",,,,,,,
10/01/2024,CONTREXIN,MEXTRIL,MOLAPECT TAB,PROMAG,,,,,,,,,,
10/01/2024,PARACETAMOL 500 MG (GEN),,,,,,,,,,,,,
10/01/2024,OREZINC SY 60 ML,PARACETAMOL 500 MG MEF,PIROXICAM 20 MG,"MOLACORT 0,75 MG",NEURALGIN,LICOSTAN 500 MG,ZINC SYR 60 ML (MEPRO),POLYSILANE TAB,,,,,,
10/01/2024,DISFLATYL,SUCRALFATE 500 MG TAB,,,,,,,,,,,,
10/01/2024,PLANTACID FORTE SY,FUNGIDERM CR 5 GR,,,,,,,,,,,,
10/01/2024,AMLODIPINE 10 MG (HJ),AKURAT PPTEST,,,,,,,,,,,,
10/01/2024,METYL PRED 4 MG (DEXA),AMLODIPINE 10 MG (HJ),LANSOPRAZOLE 30 MG (NUFA),PROMAG,,,,,,,,,,
10/01/2024,SILADEX COUGH & COLD 60 ML,ERPHAFILLIN,,,,,,,,,,,,
10/01/2024,TOLAK ANGIN CAIR,NEURALGIN,,,,,,,,,,,,
10/01/2024,PHENYTOIN,,,,,,,,,,,,,
10/01/2024,SILDENAFIL 50 MG TAB,,,,,,,,,,,,,
10/01/2024,LANCET MEDILAND 21G,DEXTEEM PLUS,SUSU ETAWA 25GR,,,,,,,,,,,
10/01/2024,SARI KURMA 5-1,FOLAMIL GENIO,BIROPYRON,,,,,,,,,,,
10/01/2024,NOVAREN 50 MG,FENAREN TAB,DANEURON,BENEURON,STANZA 500 MG,BUFACARYL,,,,,,,,
10/01/2024,FOLLEY CATHETER NO 18,SPUIT 5 CC BD,,,,,,,,,,,,
10/01/2024,"CARBIDU 0,5 MG",SALBUTAMOL 4 MG,,,,,,,,,,,,
10/01/2024,OMEPRAZOLE 20 MG,MOLEXFLU,BENOSON N CR 5 GR,MICROGYNON LIBI PIL KB,LANAMOL 500 MG,MELOXICAM 15 MG (DEXA),BETAHISTINE 6 MG (NOVEL),AMBROXOL 30 MG (PROMED),OTOPAIN TTS TELINGA,,,,,
10/01/2024,HUFABETAMIN SY 60 ML,AMBEVEN,NEURALGIN,,,,,,,,,,,
10/01/2024,KASSA STERIL INDOLAB,TIEH TA YAO GIN 30ML,ANDALAN PIL KB,RIVANOL 100 ML,,,,,,,,,,
10/01/2024,VENARON HD,DUMIN TAB,OBH COMBI PLUS 100 ML,,,,,,,,,,,
10/01/2024,BODREX,GRAFADON 500 MG,KALPANAK CR 5 GR,PARATUSIN TAB,TEOSAL,,,,,,,,,
